StudentID,StudentName,Latitude,Longitude,BusID,SchoolID,Assigned_Bus_ID
STU026,Mariam Turki Aldossari,21.6482239699459,39.1314050547651,B1,34233,0
STU027,Aseel Nasser Alharbi,21.660536,39.126262,B1,34233,0
STU028,Rawan Fahad Almutairi,21.6595664255799,39.1252705265927,B1,34233,0
STU029,Sadeen Ahmed Alqahtani,21.6501447365431,39.1326169655858,B1,34233,0
STU030,Ward Saleh Alzahrani,21.6482849542003,39.1288028644182,B1,34233,0
STU031,Alya Saad Alharbi,21.6390151586119,39.1402034534051,B2,34233,1
STU032,Mona Khalid Alzahrani,21.6392097184371,39.1401467045548,B2,34233,1
STU033,Hadeel Ahmed Alqahtani,21.6389544741449,39.1399338071381,B2,34233,1
STU034,Ritaj Abdullah Alotaibi,21.6388020606966,39.1393685842038,B2,34233,1
STU035,Nadine Faisal Alghamdi,21.6391775343516,39.1387719744931,B2,34233,1
STU036,Lujain Mohammed Almutairi,21.6387587971658,39.1385068454786,B2,34233,1
STU037,Shaden Ibrahim Alenazi,21.6392475376528,39.1383225913352,B2,34233,1
STU038,Tara Abdulrahman Alshammari,21.6396889025816,39.1381531128079,B2,34233,1
STU039,Nawal Majed Aldossari,21.6398959334328,39.1376913800179,B2,34233,1
STU040,Basimah Turki Alharbi,21.638751298148,39.137707676731,B2,34233,1
STU041,Ghala Nasser Alqahtani,21.6345997358691,39.1481220146638,B2,34233,1
STU042,Abeer Saleh Alzahrani,21.6388854275216,39.1348874848958,B2,34233,1
STU043,Tasneem Fahad Alotaibi,21.6398959334328,39.1376913800179,B2,34233,1
STU044,Khawla Khaled Alghamdi,21.6308386573201,39.1436868983433,B2,34233,1
STU045,Nouran Ahmed Almutairi,21.638777961513,39.1344221448903,B2,34233,1
STU046,Salsabeel Saeed Alharbi,21.6354425301977,39.1484033022225,B2,34233,1
STU047,Eman Hassan Alqahtani,21.6295760671149,39.1442196332157,B2,34233,1
STU048,Wafa Ibrahim Alenazi,21.6382526812998,39.1354127475145,B2,34233,1
STU049,Rimas Faisal Alzahrani,21.6268636514091,39.1387273183294,B2,34233,1
STU050,Dima Abdulaziz Alsubaie,21.6270406821071,39.1375283709134,B2,34233,1
STU051,Hessa Majed Alharbi,21.6260956847484,39.1374237647565,B2,34233,1
STU052,Manar Turki Alghamdi,21.6256418843435,39.1372816076751,B2,34233,1
STU053,Afnan Nasser Alotaibi,21.6247367726822,39.1394541969733,B2,34233,1
STU054,Basmah Khalid Almutairi,21.6384175436118,39.1345414719949,B2,34233,1
STU055,Shaima Saleh Aldossari,21.614721,39.148179,B2,34233,0
STU056,Asrar Ahmed Alharbi,21.6287773694329,39.1429609832679,B2,34233,1
STU057,Jumana Fahad Alqahtani,21.6259809880632,39.14158387092,B2,34233,1
STU058,Fadwa Ibrahim Alzahrani,21.6253002863826,39.1408221235546,B2,34233,1
STU059,Rania Saad Alenazi,21.6373292441976,39.1331839875273,B2,34233,1
STU060,Hatoon Mohammed Alghamdi,21.6342170526449,39.1491584573387,B2,34233,1
STU061,Mohammed Abdullah Al-Otaibi,21.585198,39.132571,B3,32438,0
STU062,Saud Fahad Al-Harbi,21.5923452469577,39.1324903963726,B3,32438,0
STU063,Abdulrahman Khalid Al-Qahtani,21.589278,39.132576,B3,32438,0
STU064,Faisal Nayef Al-Mutairi,21.5927581926784,39.1322458222736,B3,32438,0
STU065,Abdullah Saad Al-Shammari,21.5923122160465,39.1339561896753,B3,32438,0
STU066,Turki Sultan Al-Rashidi,21.587662,39.136086,B3,32438,0
STU067,Nasser Mohammed Al-Ghamdi,21.5941213680942,39.1344086877183,B3,32438,0
STU068,Khalid Majed Al-Zahrani,21.5940762237553,39.1332800907697,B3,32438,0
STU069,Abdulaziz Rashid Al-Subaie,21.588948,39.138543,B3,32438,0
STU070,Badr Ahmed Al-Dosari,21.5935120055004,39.1328639951355,B3,32438,0
STU071,Mishal Fawaz Al-Ajmi,21.5944296335415,39.132225366052,B3,32438,0
STU072,Talal Abdulatif Al-Balawi,21.5950992101271,39.1363557928905,B3,32438,0
STU073,Fahad Nawaf Al-Anazi,21.591039,39.141619,B3,32438,0
STU074,Yazid Hamdan Al-Qarni,21.5962964964133,39.1284253107772,B3,32438,0
STU075,Adel Ibrahim Al-Yami,21.5953519610707,39.1272705742335,B3,32438,0
STU076,Sami Zaid Al-Juhani,21.588836,39.142773,B3,32438,1
STU077,Waleed Tariq Al-Shahrani,21.5984955661056,39.1367276725186,B3,32438,0
STU078,Mazen Abdullah Al-Sahli,21.5987268164123,39.1361864849154,B3,32438,0
STU079,Rakan Mansour Al-Qahtani,21.588186,39.142165,B3,32438,1
STU080,Hattan Ayed Al-Hazmi,21.5988521290154,39.1349314689021,B3,32438,0
STU081,Rayan Abdullah Al-Otaibi,21.5997983543283,39.1346750724355,B3,32438,0
STU082,Sattam Faisal Al-Mutairi,21.59483,39.130134,B3,32438,0
STU083,Bandar Fahad Al-Shammari,21.6009332499091,39.1346846139228,B3,32438,0
STU084,Meteb Khalid Al-Rashidi,21.5992708010639,39.1394649603833,B3,32438,0
STU085,Rashid Saud Al-Dosari,21.5985947418732,39.1390900551924,B3,32438,0
STU086,Ammar Nasser Al-Zahrani,21.592094,39.141277,B3,32438,0
STU087,Sultan Majed Al-Ghamdi,21.6010884479062,39.136247457986,B3,32438,0
STU088,Abdulmalik Fawaz Al-Balawi,21.6013291117912,39.1356294341788,B3,32438,0
STU089,Nayef Ahmed Al-Anazi,21.6017162060789,39.1373871579475,B3,32438,0
STU090,Abdullah Turki Al-Subaie,21.6014257297552,39.1395930137014,B3,32438,0
STU091,Meshari Hamad Al-Ajmi,21.5860268014131,39.1416840925486,B4,32438,0
STU092,Faisal Abdullah Al-Qarni,21.5790411803771,39.1518532546308,B4,32438,1
STU093,Anas Abdulrahman Al-Harbi,21.5803232016506,39.1531085284402,B4,32438,1
STU094,Jaber Khalid Al-Yami,21.5788665851627,39.1540848525185,B4,32438,1
STU095,Essa Fahad Al-Shahrani,21.5791658911112,39.1552703888903,B4,32438,1
STU096,Ahmed Rashid Al-Juhani,21.5794452427818,39.1500615390485,B4,32438,1
STU097,Fawaz Sultan Al-Sahli,21.5799540605164,39.1485809596751,B4,32438,1
STU098,Zaid Abdullah Al-Mutairi,21.578472498041,39.1500722678683,B4,32438,1
STU099,Mohammed Talal Al-Qahtani,21.5768113342222,39.1496216567793,B4,32438,0
STU100,Khalid Bandar Al-Otaibi,21.5813807359664,39.154487183903,B4,32438,1
STU101,Saud Abdulmalik Al-Dosari,21.5833461330016,39.1553401263624,B4,32438,1
STU102,Nawaf Mazen Al-Zahrani,21.5837701364941,39.1514777454398,B4,32438,1
STU103,Abdulrahim Faisal Al-Ghamdi,21.5842340447596,39.1506838115774,B4,32438,1
STU104,Fahad Sami Al-Rashidi,21.5871594529008,39.1543053701159,B4,32438,1
STU105,Rakan Abdullah Al-Shammari,21.5871694292011,39.1554292156967,B4,32438,1
STU106,Adel Mishal Al-Anazi,21.5872168166386,39.1567730024038,B4,32438,1
STU107,Turki Khalid Al-Balawi,21.5945024253193,39.1532110752614,B4,32438,1
STU108,Badr Sultan Al-Qarni,21.5937213665696,39.154589181018,B4,32438,1
STU109,Tariq Nasser Al-Harbi,21.5931965823497,39.1534304215554,B4,32438,1
STU110,Mansour Rashid Al-Subaie,21.5924707386158,39.1501427045265,B4,32438,1
STU111,Abdulatif Mohammed Al-Ajmi,21.5920267636476,39.1480202139234,B4,32438,1
STU112,Saif Nayef Al-Yami,21.5915678867744,39.1500260969237,B4,32438,1
STU113,Ziyad Abdullah Al-Shahrani,21.5911017674696,39.1490693547075,B4,32438,1
STU114,Rami Fahad Al-Mutairi,21.5902564489312,39.1529440414261,B4,32438,1
STU115,Hamad Faisal Al-Otaibi,21.5906304764959,39.1542718610068,B4,32438,1
STU116,Louay Khalid Al-Qahtani,21.5901062079805,39.1554232344696,B4,32438,1
STU117,Anwar Sultan Al-Dosari,21.590528,39.154077,B4,32438,1
STU118,Yasser Abdullah Al-Zahrani,21.5899229289191,39.1534116513757,B4,32438,1
STU119,Abdulhadi Fawaz Al-Rashidi,21.589298,39.152816,B4,32438,1
STU120,Samer Majed Al-Shammari,21.5888635729558,39.1503445257681,B4,32438,1
